time,throttle,thrust
0.01,15.598261098110832,0.5942194704042221
0.02,15.553495400646781,0.5925141105008297
0.03,15.52369709399966,0.5913789369142727
0.04,15.495348190141847,0.5902989786720703
0.05,15.471128859753726,0.5893763375144276
0.060000000000000005,15.437199557507773,0.5880837926669628
0.07,15.412541718264375,0.5871444464100714
0.08,15.463686741569708,0.5890928282502745
0.09,15.24174663659647,0.580637967108437
0.09999999999999999,15.22006996526819,0.5798121891530739
0.10999999999999999,15.290670551796776,0.5825017353065438
0.11999999999999998,14.954779881044605,0.5697059002302706
0.12999999999999998,14.935546716980506,0.568973208265924
0.13999999999999999,14.962198115874438,0.5699884996523595
0.15,14.888871745875628,0.5671951141285952
0.16,14.736118195508356,0.5613759312574611
0.17,14.719691128713833,0.5607501382367174
0.18000000000000002,14.689953924907822,0.5596172923774408
0.19000000000000003,14.627377673601401,0.5572334351848153
0.20000000000000004,14.612893037467229,0.556681639522561
0.21000000000000005,14.542918864093988,0.5540159567273899
0.22000000000000006,14.563969355854642,0.5548178802230339
0.23000000000000007,14.55141345800711,0.5543395603050327
0.24000000000000007,14.539694144175451,0.5538931102543029
0.25000000000000006,14.386778718706383,0.5480677607126241
0.26000000000000006,14.551064717805758,0.5543262749640289
0.2700000000000001,14.542266538662856,0.5539911062347754
0.2800000000000001,14.40247194624717,0.5486655979522731
0.2900000000000001,14.582600203491618,0.5555276267996806
0.3000000000000001,14.590570160921555,0.5558312442255829
0.3100000000000001,14.436450359309934,0.5499600136879974
0.3200000000000001,14.686878822835443,0.5595001456318264
0.3300000000000001,14.697122482874876,0.5598903802999953
0.34000000000000014,14.519098536998136,0.5531085156951671
0.35000000000000014,14.722571367846129,0.5608598616322334
0.36000000000000015,14.802653201270454,0.5639105981436363
0.37000000000000016,14.814359267806473,0.5643565435354847
0.38000000000000017,14.716936949402863,0.560645217120109
0.3900000000000002,14.8889591858313,0.5671984451745257
0.4000000000000002,14.90128440526149,0.5676679773432948
0.4100000000000002,14.829645483982842,0.5649388755802988
0.4200000000000002,14.983435892910185,0.5707975578251498
0.4300000000000002,14.996140575862118,0.5712815457471282
0.4400000000000002,15.008992323716946,0.5717711361415979
0.45000000000000023,14.97931397981378,0.5706405325643344
0.46000000000000024,15.073698182403808,0.5742361212344307
0.47000000000000025,15.086837817685748,0.5747366787689808
0.48000000000000026,15.105617235325463,0.5754520851552557
0.49000000000000027,15.126513499074433,0.5762481332980736
0.5000000000000002,15.139851034460094,0.576756229884194
0.5100000000000002,15.175096453446782,0.5780989125122583
0.5200000000000002,15.165733332263562,0.577742222181469
0.5300000000000002,15.179154205110583,0.5782534935280221
0.5400000000000003,15.250683243764133,0.5809784092862527
0.5500000000000003,15.216040110409546,0.5796586708727446
0.5600000000000003,15.21681368743493,0.5796881404737115
0.5700000000000003,15.230276937319273,0.5802010261835913
0.5800000000000003,15.305445140678927,0.5830645767877686
0.5900000000000003,15.232450148862267,0.5802838151947529
0.6000000000000003,15.245889711461302,0.580795798531859
0.6100000000000003,15.347272134628001,0.5846579860810667
0.6200000000000003,15.23569717637601,0.5804075114809908
0.6300000000000003,15.249025636172485,0.5809152623303804
0.6400000000000003,15.262360396740371,0.581423253209157
0.6500000000000004,15.336944210686443,0.5842645413594835
0.6600000000000004,15.261357791915872,0.5813850587396522
0.6700000000000004,15.274557969121624,0.5818879226332047
