time,out1_obs,out2_obs,out3_obs
0.01,0.025408030672621963,0.026417188023560474,0.030796536902954565
0.02,0.04920547662252096,0.05112258354666677,0.05956272199984028
0.03,0.07153477561622945,0.0742691184872154,0.08649087550353105
0.04,0.09252428191230327,0.09599456790852348,0.11175176482621584
0.05,0.11229553128560486,0.1164358974569022,0.1355483903876087
0.060000000000000005,0.13094627370107365,0.13569080635594655,0.1579601257041761
0.07,0.14857039791470286,0.15386008181670602,0.17910855922676536
0.08,0.16525735252143256,0.17104890063413888,0.19915972846970367
0.09,0.18107772535057906,0.18732301801209683,0.21814694997467493
0.09999999999999999,0.1960998203915621,0.20275585769947294,0.23615649731809005
0.10999999999999999,0.21038729508029946,0.21742290142536652,0.2533248915344631
0.11999999999999998,0.22399238678294323,0.2313727046102828,0.26965453583119137
0.12999999999999998,0.23696430096824067,0.24465816796841675,0.2852049321422891
0.13999999999999999,0.2493468106534201,0.2573264046254832,0.30002846294530966
0.15,0.2611793610335047,0.2694273677604473,0.31424198420292493
0.16,0.2724953061497256,0.28098912298780543,0.3278084665914525
0.17,0.28332482275032067,0.2920440972262873,0.34076104594944406
0.18000000000000002,0.2936801930908132,0.3026261550540855,0.3532606478119728
0.19000000000000003,0.3035978905786711,0.31275300965428043,0.3651885790869938
0.20000000000000004,0.3130967960898714,0.3224447404078609,0.3765606787844374
0.21000000000000005,0.32215746236716153,0.33171480336007564,0.38752749520641444
0.22000000000000006,0.3308263573465291,0.3405777132913271,0.3979484523914591
0.23000000000000007,0.33911095882570047,0.3490411600667337,0.40781839851387797
0.24000000000000007,0.3470142185043235,0.3571079603929477,0.4171208021147173
0.25000000000000006,0.35446913011551756,0.36476591753567505,0.42600044160774564
0.26000000000000006,0.3615298086946857,0.37201402937864253,0.4342407758059028
0.2700000000000001,0.3681779014398676,0.3788323899397564,0.44175425139309354
0.2800000000000001,0.37415628665216805,0.38514464449588715,0.4488235590639503
0.2900000000000001,0.3795998894459962,0.3909266392633659,0.4548236672552293
0.3000000000000001,0.3843765119447624,0.3960617892875675,0.4586696611740633
0.3100000000000001,0.38257831499965167,0.4000953321936233,0.45426465927452075
0.3200000000000001,0.37852467495003295,0.39714983220199007,0.44831414388761187
0.3300000000000001,0.3737987974570207,0.3927506482739277,0.4415848662929569
0.34000000000000014,0.3686455857585412,0.387705728288732,0.4343208761898387
0.35000000000000014,0.36269397360938715,0.382112572639649,0.42692476116804645
0.36000000000000015,0.35657663808902895,0.37621410853444476,0.4191517126441848
0.37000000000000016,0.3503223233748672,0.37006813182279463,0.411072999071394
0.38000000000000017,0.3436551730912108,0.3636516248139598,0.4028883880985291
