time,x,y,z,vx,vy,vz,phi,theta,psi,p,q,r,dot_phi,dot_theta,dot_psi
0.01,0.00892019271850586,-0.06303387880325317,0.9794628024101257,-0.0331833687803354,0.032561448752878475,-0.0018043597502620176,-0.020462340064767933,-0.0011435431126412278,-0.0002456619709630279,0.010276447981595993,0.002322482876479626,0.002000445500016212,0.010274215205152582,0.0023629276127219347,0.0019525078725585359
0.02,0.00892019271850586,-0.06303387880325317,0.9794628024101257,-0.0331833687803354,0.032561448752878475,-0.0018043597502620176,-0.020462340064767933,-0.0011435431126412278,-0.0002456619709630279,0.010276447981595993,0.002322482876479626,0.002000445500016212,0.010274215205152582,0.0023629276127219347,0.0019525078725585359
0.03,0.0084913969039917,-0.06182357668876648,0.9800300598144531,-0.03273209693873475,0.03141200609859518,-0.0021005115718424603,-0.02023736068519763,-0.0011393813304671865,-0.00021270331772160989,0.010228149592876434,-0.0007024465012364088,0.0011071177432313561,0.010226872225381569,-0.0006798990506121462,0.0011211064611005427
0.04,0.0084913969039917,-0.06182357668876648,0.9800300598144531,-0.03273209693873475,0.03141200609859518,-0.0021005115718424603,-0.02023736068519763,-0.0011393813304671865,-0.00021270331772160989,0.010228149592876434,-0.0007024465012364088,0.0011071177432313561,0.010226872225381569,-0.0006798990506121462,0.0011211064611005427
0.05,0.0084913969039917,-0.06182357668876648,0.9800300598144531,-0.03273209693873475,0.03141200609859518,-0.0021005115718424603,-0.02023736068519763,-0.0011393813304671865,-0.00021270331772160989,0.010228149592876434,-0.0007024465012364088,0.0011071177432313561,0.010226872225381569,-0.0006798990506121462,0.0011211064611005427
0.060000000000000005,0.007868766784667969,-0.06054596230387688,0.9806071519851685,-0.032784429633044634,0.02978647975400198,-0.0010609834873841829,-0.01970250399434573,-0.0011036758501416614,-0.00016269621759294517,0.024172259494662285,0.003209815593436361,0.0023127915337681766,0.024169777210411143,0.0032547574429167246,0.0022491067053499853
0.07,0.007868766784667969,-0.06054596230387688,0.9806071519851685,-0.032784429633044634,0.02978647975400198,-0.0010609834873841829,-0.01970250399434573,-0.0011036758501416614,-0.00016269621759294517,0.024172259494662285,0.003209815593436361,0.0023127915337681766,0.024169777210411143,0.0032547574429167246,0.0022491067053499853
0.08,0.007868766784667969,-0.06054596230387688,0.9806071519851685,-0.032784429633044634,0.02978647975400198,-0.0010609834873841829,-0.01970250399434573,-0.0011036758501416614,-0.00016269621759294517,0.024172259494662285,0.003209815593436361,0.0023127915337681766,0.024169777210411143,0.0032547574429167246,0.0022491067053499853
0.09,0.007868766784667969,-0.06054596230387688,0.9806071519851685,-0.032784429633044634,0.02978647975400198,-0.0010609834873841829,-0.01970250399434573,-0.0011036758501416614,-0.00016269621759294517,0.024172259494662285,0.003209815593436361,0.0023127915337681766,0.024169777210411143,0.0032547574429167246,0.0022491067053499853
0.09999999999999999,0.007027029991149902,-0.058988332748413086,0.9818246364593506,-0.0329503735381562,0.028503778078073087,0.02428507254386978,-0.01650913594947694,0.006508305794890351,-0.00033080894330852486,0.12090667337179184,0.4404445290565491,-0.0010846059303731266,0.12085229254316597,0.4403666034025041,-0.00835566340189328
0.10999999999999999,0.007027029991149902,-0.058988332748413086,0.9818246364593506,-0.0329503735381562,0.028503778078073087,0.02428507254386978,-0.01650913594947694,0.006508305794890351,-0.00033080894330852486,0.12090667337179184,0.4404445290565491,-0.0010846059303731266,0.12085229254316597,0.4403666034025041,-0.00835566340189328
0.11999999999999998,0.007027029991149902,-0.058988332748413086,0.9818246364593506,-0.0329503735381562,0.028503778078073087,0.02428507254386978,-0.01650913594947694,0.006508305794890351,-0.00033080894330852486,0.12090667337179184,0.4404445290565491,-0.0010846059303731266,0.12085229254316597,0.4403666034025041,-0.00835566340189328
0.12999999999999998,0.006739377975463867,-0.05817388370633125,0.9837120175361633,-0.028606332541509072,0.02644840949251063,0.039227590535447984,-0.013809778179628272,0.01955151250122984,-0.0005661162911317026,0.13890647888183594,0.7504634857177734,-0.0005040621035733248,0.13869397732758124,0.7503849656547658,-0.010869496330642912
0.13999999999999999,0.006739377975463867,-0.05817388370633125,0.9837120175361633,-0.028606332541509072,0.02644840949251063,0.039227590535447984,-0.013809778179628272,0.01955151250122984,-0.0005661162911317026,0.13890647888183594,0.7504634857177734,-0.0005040621035733248,0.13869397732758124,0.7503849656547658,-0.010869496330642912
0.15,0.006739377975463867,-0.05817388370633125,0.9837120175361633,-0.028606332541509072,0.02644840949251063,0.039227590535447984,-0.013809778179628272,0.01955151250122984,-0.0005661162911317026,0.13890647888183594,0.7504634857177734,-0.0005040621035733248,0.13869397732758124,0.7503849656547658,-0.010869496330642912
0.16,0.0070993900299072266,-0.05779949203133583,0.9869879484176636,-0.016617573987379227,0.022530226359549762,0.05260439552205431,-0.009476904971856168,0.05423619279809855,-0.001013967554557971,0.07841401547193527,0.8627160787582397,-0.0014195570256562097,0.07789309481254705,0.8626638852316897,-0.009609379035186985
0.17,0.0070993900299072266,-0.05779949203133583,0.9869879484176636,-0.016617573987379227,0.022530226359549762,0.05260439552205431,-0.009476904971856168,0.05423619279809855,-0.001013967554557971,0.07841401547193527,0.8627160787582397,-0.0014195570256562097,0.07789309481254705,0.8626638852316897,-0.009609379035186985
0.18000000000000002,0.0070993900299072266,-0.05779949203133583,0.9869879484176636,-0.016617573987379227,0.022530226359549762,0.05260439552205431,-0.009476904971856168,0.05423619279809855,-0.001013967554557971,0.07841401547193527,0.8627160787582397,-0.0014195570256562097,0.07789309481254705,0.8626638852316897,-0.009609379035186985
