2.730843719956891347e-01,5.710421749581078288e-01
2.747101469375835547e-01,5.899132356417927658e-01
2.764433521964613782e-01,6.098783414604311837e-01
2.782524583330374113e-01,6.309124429612572582e-01
2.801086129914405753e-01,6.529684108434035128e-01
2.819987687120319997e-01,6.759783870697172459e-01
2.839069134592518973e-01,6.999006528558111562e-01
2.858388006075261445e-01,7.247181821807587854e-01
2.877352169156421891e-01,7.502601592900015604e-01
2.897336926955719760e-01,7.769527076530040599e-01
2.919099709897680639e-01,8.046894335755261363e-01
2.943605498438073842e-01,8.332599938681231055e-01
2.971424731816231235e-01,8.625293051591330640e-01
3.002254954324667935e-01,8.924385248454076436e-01
3.035699021816692378e-01,9.229815629337937422e-01
3.071461917518882867e-01,9.540688046462776351e-01
3.109013163797769153e-01,9.857049571628982987e-01
3.147927606119134691e-01,1.017847422865867602e+00
3.187544939226234497e-01,1.050441256553712011e+00
3.227896580152109784e-01,1.083403723391371365e+00
3.268547455295149340e-01,1.116681512025798462e+00
3.309250718329932450e-01,1.150225423989174267e+00
3.349630099935776983e-01,1.183988926560157751e+00
3.389567189366767264e-01,1.217861971687075773e+00
3.428548632015558373e-01,1.251808270353955699e+00
3.466827865075902682e-01,1.285596112064707475e+00
3.503542834800217332e-01,1.319320437327221596e+00
3.538439139956116031e-01,1.352997262660349032e+00
3.570397933077229524e-01,1.386648798322460019e+00
3.598324701932207326e-01,1.420065361501187562e+00
3.621952788757968889e-01,1.453095361335793534e+00
3.641164888398684685e-01,1.485655516108974616e+00
3.655961805265203202e-01,1.517612741925638442e+00
3.666380782105652103e-01,1.548876207927944559e+00
3.672376785807508481e-01,1.579386382834137237e+00
3.673980911363904367e-01,1.609056230919501340e+00
3.671282454744910217e-01,1.637792511680285834e+00
3.664379274418569366e-01,1.666271306105298278e+00
3.653915600650668449e-01,1.695138988263462210e+00
3.639652079190072720e-01,1.723977663270170657e+00
3.622153514600198188e-01,1.753066071639539869e+00
3.601501054432016402e-01,1.782196891414118189e+00
3.577375352998355962e-01,1.811183944442867677e+00
3.550325865841251760e-01,1.840121705051238177e+00
3.520852203292658689e-01,1.869236975828607816e+00
3.488772603735891265e-01,1.898335799776447175e+00
3.454443757390386338e-01,1.927402152259976464e+00
3.418081090245376763e-01,1.956454560264040854e+00
3.379055128882262338e-01,1.985533482883079515e+00
3.337657424327764022e-01,2.014712100550598350e+00
3.293566792772398832e-01,2.043991289574929038e+00
3.246882266566153974e-01,2.073313252139499685e+00
3.197938302813816969e-01,2.102844532490524720e+00
3.145952449615276869e-01,2.132422297237118070e+00
3.091760364892124913e-01,2.162162733722222008e+00
3.034423415546566583e-01,2.192114783308455106e+00
