0,0.10643,0.013062
0.1,0.11285,0.013172
0.2,0.11932,0.013352
0.3,0.12527,0.014023
0.4,0.13081,0.014837
0.5,0.13591,0.015943
0.6,0.14037,0.018313
0.7,0.14389,0.020041
0.8,0.14635,0.021122
0.9,0.14834,0.022439
1,0.15049,0.025726
1.1,0.15207,0.02871
1.2,0.15333,0.032279
1.3,0.1542,0.035925
1.4,0.15455,0.040793
1.5,0.15524,0.046066
1.6,0.15653,0.050711
1.7,0.15798,0.055146
1.8,0.15932,0.059147
1.9,0.15968,0.063755
2,0.15961,0.068116
2.1,0.15904,0.072408
2.2,0.15741,0.077072
2.3,0.15505,0.081812
2.4,0.15191,0.086388
2.5,0.14809,0.091065
2.6,0.14348,0.095522
2.7,0.13857,0.099015
2.8,0.13259,0.10381
2.9,0.12598,0.10876
3,0.1191,0.11346
3.1,0.11049,0.11833
3.2,0.10047,0.12345
3.3,0.08944,0.12792
3.4,0.077774,0.13153
3.5,0.066177,0.13639
3.6,0.055303,0.14057
3.7,0.047556,0.14392
3.8,0.042698,0.1468
3.9,0.03809,0.14904
4,0.03262,0.15203
4.1,0.026698,0.15516
4.2,0.021351,0.15864
4.3,0.016192,0.16052
4.4,0.0106,0.16497
4.5,0.0074173,0.16935
4.6,0.0030388,0.17295
4.7,-0.0012077,0.17657
4.8,-0.0051239,0.18004
4.9,-0.0081552,0.18362
5,-0.011026,0.18679
5.1,-0.014081,0.1898
5.2,-0.016868,0.19203
5.3,-0.018644,0.19358
5.4,-0.020006,0.19442
5.5,-0.020433,0.19525
5.6,-0.02052,0.19542
5.7,-0.021241,0.19545
5.8,-0.021248,0.19586
5.9,-0.020253,0.19594
6,-0.019517,0.19471
6.1,-0.019262,0.19201
6.2,-0.017897,0.19133
6.3,-0.015606,0.19265
6.4,-0.013344,0.19538
6.5,-0.011102,0.19609
6.6,-0.0084061,0.19569
6.7,-0.0046146,0.19465
6.8,-0.00083317,0.19317
6.9,0.0032244,0.19099
7,0.0067845,0.18829
7.1,0.0092316,0.18748
7.2,0.011558,0.18672
7.3,0.013187,0.18653
7.4,0.014558,0.18681
7.5,0.015796,0.18693
7.6,0.016809,0.18717
7.7,0.018287,0.1843
7.8,0.019632,0.18505
7.9,0.021592,0.18663
8,0.023873,0.18878
8.1,0.025537,0.18948
8.2,0.027687,0.19064
8.3,0.030006,0.1914
8.4,0.03229,0.19251
8.5,0.035018,0.19256
8.6,0.037038,0.19206
8.7,0.037916,0.19227
8.8,0.038,0.19304
8.9,0.036805,0.1946
9,0.034909,0.19567
9.1,0.032121,0.1959
9.2,0.028798,0.19616
9.3,0.025673,0.19632
9.4,0.022463,0.19651
9.5,0.019475,0.19692
9.6,0.016186,0.19726
9.7,0.012795,0.19674
9.8,0.0093966,0.19901
9.9,0.0060775,0.19945
10,0.0028888,0.20047
10.1,-0.00098322,0.20075
10.2,-0.0037763,0.20054
10.3,-0.0056047,0.19993
10.4,-0.0064312,0.19967
10.5,-0.0065525,0.20003
10.6,-0.0069439,0.19859
