0,-0.048823,-0.032855
0.1,-0.050182,-0.029251
0.2,-0.051296,-0.025613
0.3,-0.052135,-0.021675
0.4,-0.053002,-0.017473
0.5,-0.053443,-0.012759
0.6,-0.053654,-0.0077749
0.7,-0.053863,-0.0034097
0.8,-0.053893,0.0013431
0.9,-0.053381,0.0075635
1,-0.052761,0.01429
1.1,-0.051854,0.021071
1.2,-0.050672,0.02802
1.3,-0.04937,0.035332
1.4,-0.047791,0.043046
1.5,-0.046017,0.050497
1.6,-0.043858,0.05768
1.7,-0.041593,0.065699
1.8,-0.03922,0.07344
1.9,-0.036705,0.081184
2,-0.034114,0.089066
2.1,-0.031393,0.097141
2.2,-0.02847,0.10531
2.3,-0.025647,0.11225
2.4,-0.022597,0.12091
2.5,-0.019425,0.1289
2.6,-0.016109,0.13726
2.7,-0.012618,0.14635
2.8,-0.0087182,0.15485
2.9,-0.0049167,0.16274
3,-0.00080794,0.17046
3.1,0.0032246,0.17808
3.2,0.0072884,0.18561
3.3,0.011569,0.19262
3.4,0.015767,0.19956
3.5,0.020023,0.20623
3.6,0.024689,0.21192
3.7,0.029299,0.2146
3.8,0.033518,0.21621
3.9,0.036638,0.21621
4,0.03927,0.21658
4.1,0.040877,0.21684
4.2,0.042304,0.21729
4.3,0.044071,0.21698
4.4,0.04458,0.21737
4.5,0.044766,0.21697
4.6,0.044641,0.21671
4.7,0.04403,0.2164
4.8,0.042843,0.21569
4.9,0.041492,0.21504
5,0.039964,0.21415
5.1,0.037971,0.21334
5.2,0.036089,0.21239
5.3,0.034041,0.21091
5.4,0.03145,0.20944
5.5,0.028971,0.20827
5.6,0.026584,0.20709
5.7,0.024336,0.20611
5.8,0.022135,0.20487
5.9,0.020399,0.2024
6,0.018945,0.20203
6.1,0.017995,0.20396
6.2,0.016971,0.20441
6.3,0.015846,0.20437
6.4,0.014743,0.20412
6.5,0.013816,0.20478
6.6,0.012891,0.20495
6.7,0.012024,0.20508
6.8,0.011086,0.20536
6.9,0.010119,0.2055
7,0.0093795,0.20614
7.1,0.0084833,0.20607
7.2,0.0076376,0.20592
7.3,0.0068685,0.20585
7.4,0.0061681,0.20581
