1.598466236889106717e-01,6.132476257590799285e-02
1.793374020597923724e-01,6.778319619323013023e-02
1.995624253976417406e-01,7.445287961452472236e-02
2.204879484501707509e-01,8.134266555143702948e-02
2.421114441778210447e-01,8.848080262165151921e-02
2.643750691276305353e-01,9.589223108138958396e-02
2.872477985214525464e-01,1.036085767136536301e-01
3.106746235328163852e-01,1.116098089039415792e-01
3.346482718756949026e-01,1.198848726358708316e-01
3.591115746677507881e-01,1.283900718925368445e-01
3.840301880550069935e-01,1.370771847918155761e-01
4.093496339566793929e-01,1.459049171273038847e-01
4.350207469603281640e-01,1.548373867421849182e-01
4.609902141997064273e-01,1.637358605869214945e-01
4.872020574749390542e-01,1.726398308683937399e-01
5.136152989758251408e-01,1.815858522528266683e-01
5.401926269575839656e-01,1.904842148706829830e-01
5.668597711227765235e-01,1.991358743629633721e-01
5.935399213399269458e-01,2.078125368960689612e-01
6.201365516791953469e-01,2.165299818311054170e-01
6.465322335572885049e-01,2.252135321770088183e-01
6.726051138722998202e-01,2.338800032970612952e-01
6.982247879421773495e-01,2.425098136029368578e-01
7.233378709587388045e-01,2.511997344860968928e-01
7.478978748502574936e-01,2.599683700199529879e-01
7.718447530897962761e-01,2.687370453488828748e-01
7.951257606101888031e-01,2.773876326634103218e-01
8.176769180735410369e-01,2.858425011526886661e-01
8.393981667253790357e-01,2.940968894807614031e-01
8.602116450041478180e-01,3.021467300032819603e-01
8.800179304323781926e-01,3.100380673444120827e-01
8.987246364502289309e-01,3.177408845849777341e-01
9.162360575678223373e-01,3.252759412930288918e-01
9.324653458964481390e-01,3.326337037507288708e-01
9.473336149177440380e-01,3.397982833195073993e-01
9.607238448959286581e-01,3.466059377923275675e-01
9.725643827585371826e-01,3.532871043277201473e-01
9.827499076437976600e-01,3.597464323969802313e-01
9.911971622205276722e-01,3.660072727474854570e-01
9.978119573422868926e-01,3.720633370639225279e-01
1.002494272434331979e+00,3.779023798975352233e-01
1.005151841372571742e+00,3.835138424234248999e-01
1.015514492541017999e+00,3.936305631206603040e-01
1.025195250830719607e+00,4.039916963790890492e-01
1.034236843431221686e+00,4.146260247623518302e-01
1.042991429538469239e+00,4.255538259846806670e-01
1.051215521978242862e+00,4.368240867924552684e-01
1.058938594506730224e+00,4.484320477552304895e-01
1.066140201383637853e+00,4.603720663912647115e-01
1.072893885182087503e+00,4.726928752896153441e-01
1.079166249231547692e+00,4.853648121691966910e-01
1.085009950504485454e+00,4.983196127855820667e-01
1.090450886204102687e+00,5.116565514893721689e-01
1.095659696431903196e+00,5.254215844599843255e-01
1.100510845843080787e+00,5.396343251950854736e-01
1.105109105572239292e+00,5.543029624345268136e-01
1.109517569183183783e+00,5.693394391901589469e-01
1.113697671215092111e+00,5.846238338500283627e-01
1.117591508500572539e+00,6.000635026728273758e-01
1.121241185731931767e+00,6.156821961219671735e-01
1.124732610481825601e+00,6.315245007960224033e-01
1.128115363558229278e+00,6.476622882985598739e-01
1.131394219892841502e+00,6.640926283132123631e-01
1.134546328316586639e+00,6.808058085132231430e-01
1.137566270094491294e+00,6.977943774908483832e-01
1.140513923239041771e+00,7.150934672874568188e-01
1.143336028322103681e+00,7.326277017448554751e-01
1.145970252417496171e+00,7.503102604532623232e-01
1.148428721087254578e+00,7.681452652987741381e-01
1.150748014726340474e+00,7.861876799479329270e-01
1.153020746074977732e+00,8.042733371198548253e-01
1.155212239562561249e+00,8.226238416044070467e-01
1.157440283352551891e+00,8.413381749433996859e-01
1.159611478352596370e+00,8.603086645840020141e-01
1.161742765899504093e+00,8.794975259351872632e-01
1.163802258220397068e+00,8.988880747081303690e-01
1.165826380657839945e+00,9.183532427506739815e-01
1.167813832366926041e+00,9.379001997671205793e-01
1.169779059732638071e+00,9.574685729874277129e-01
1.171693884242425376e+00,9.770155931657853454e-01
1.173580979964306659e+00,9.965266284212860315e-01
1.175406070407136294e+00,1.015955183773449511e+00
1.177166098373751746e+00,1.035399158970629285e+00
1.178860918855821449e+00,1.054776215946682916e+00
1.180479639614697707e+00,1.074229200931781536e+00
1.182024177558234079e+00,1.093573436261578102e+00
1.183476821674194657e+00,1.112765620597673921e+00
1.184763928831275459e+00,1.132037673552154899e+00
1.185868773320047698e+00,1.151619277753467063e+00
1.186773911945432580e+00,1.171214452596998745e+00
1.187475899340182162e+00,1.190876071374347367e+00
