time,out1_obs,out2_obs,out3_obs
0.01,-0.007774914529647954,0.10322409356916623,0.04887991874057155
0.02,-0.015354982412334298,0.1961507269082505,0.09382004523658088
0.03,-0.02275622347575068,0.27984493836043833,0.13511128702946432
0.04,-0.029980935585716594,0.3552845399340607,0.17312899699584533
0.05,-0.03703090673106765,0.42334193354554894,0.20820621211801865
0.060000000000000005,-0.04387859026409466,0.48482757426836426,0.24077396743749474
0.07,-0.05055400965105113,0.540401335839119,0.2709472757156442
0.08,-0.057057284298266245,0.5906846526693734,0.2989631775463017
0.09,-0.06335423024222762,0.636254182308023,0.32513211451927165
0.09999999999999999,-0.0694777420500689,0.6775820260699017,0.3495316307103935
0.10999999999999999,-0.075425964812526,0.71511187014907,0.3723296504423425
0.11999999999999998,-0.081235574881202,0.7492425438663607,0.3937470955760855
0.12999999999999998,-0.08686405234883698,0.780325610824796,0.4138370261182987
0.13999999999999999,-0.0923068964184911,0.8086778032634815,0.4327169706000262
0.15,-0.09760397148145529,0.8345766618156838,0.4506121787389428
0.16,-0.10270348202405066,0.8582801599888685,0.4674806892162574
0.17,-0.10759574784349289,0.8800139003941554,0.4834027777592678
0.18000000000000002,-0.11226824542025975,0.89997852198654,0.4984477936798799
0.19000000000000003,-0.11674845526601245,0.9183337063058634,0.512782693519942
0.20000000000000004,-0.12097347320776715,0.9352573906723305,0.5263407382594176
0.21000000000000005,-0.12491131614167447,0.9508889686756307,0.5391618751810355
0.22000000000000006,-0.12862369769196294,0.9653211091322883,0.5513775122873441
0.23000000000000007,-0.1319418466037919,0.9786918448349293,0.5629015207368077
0.24000000000000007,-0.13470513097362782,0.9910915947642934,0.5737414633495225
0.25000000000000006,-0.1358101626828072,1.0025958473162566,0.5838891846153328
0.26000000000000006,-0.13378792645987356,1.0131997652430051,0.5935050680882242
0.2700000000000001,-0.13098139893271563,1.02301586828654,0.6023537273710209
0.2800000000000001,-0.1278074142009781,1.0320680745560127,0.6103259322127792
0.2900000000000001,-0.1245757726995599,1.040263968039566,0.6174697586667932
0.3000000000000001,-0.12111560205607579,1.0476445991039687,0.6230024610958513
0.3100000000000001,-0.11748354502829816,1.0540754397818568,0.6181512957210348
0.3200000000000001,-0.11387980465560878,1.058802304546491,0.6118423707226619
0.3300000000000001,-0.11013541748424285,1.0543246053152984,0.6045469937280853
0.34000000000000014,-0.1062772593782933,1.0483927084274582,0.5965894704019311
0.35000000000000014,-0.10254452316464868,1.0413968085556,0.5882855540478551
0.36000000000000015,-0.09869809582215734,1.0338604554414927,0.5795466881394066
0.37000000000000016,-0.09475817398755951,1.0258771764624384,0.5704473166611042
0.38000000000000017,-0.09074037336558846,1.0175097723087263,0.5610413245181147
0.3900000000000002,-0.08682615153147029,1.0086318587843701,0.5514429597943724
0.4000000000000002,-0.08283361202810532,0.9994682208990787,0.5416045720546283
0.4100000000000002,-0.0787757202061257,0.9900465328728689,0.5315549340087119
0.4200000000000002,-0.0748323268610595,0.9802276975780128,0.5213623739525167
0.4300000000000002,-0.07082103378032012,0.9702078676755737,0.5109993707418122
0.4400000000000002,-0.06675317063996485,0.9600051229690152,0.5004844807283417
0.45000000000000023,-0.06263816411996138,0.9496360952432479,0.4898340198891449
0.46000000000000024,-0.058736728510876406,0.9388565268362881,0.47910816998864336
0.47000000000000025,-0.054771521229254834,0.9279572589101116,0.4682705273988657
0.48000000000000026,-0.0507537422244129,0.9169503528543629,0.4573331567697038
0.49000000000000027,-0.04691767397600526,0.9056158511017591,0.4463383091645137
0.5000000000000002,-0.043017610556421206,0.8942104446735636,0.4352621738345273
0.5100000000000002,-0.03906541018763147,0.8827430637208549,0.424114014318719
0.5200000000000002,-0.0354576450684871,0.8710126452779106,0.4129560341065674
0.5300000000000002,-0.03176240153484352,0.859249938993944,0.4017382416240304
0.5400000000000003,-0.027996920684405364,0.847461535811586,0.3904681252450512
0.5500000000000003,-0.024853594953450252,0.8353328935467361,0.3792257678841974
0.5600000000000003,-0.021544295657175642,0.8232111215658947,0.36793892576738924
0.5700000000000003,-0.01810989483002812,0.8111001466733799,0.3566138814651978
0.5800000000000003,-0.014578409341195359,0.7990036596211406,0.34525646928912423
0.5900000000000003,-0.011587263734380248,0.7866561037214101,0.33392958202298845
0.6000000000000003,-0.008414148779096292,0.7743471133309874,0.3225765323056365
0.6100000000000003,-0.005107545102319322,0.7620782127771056,0.31120224482985753
0.6200000000000003,-0.002411845447604762,0.7496115863834412,0.2998667468186894
0.6300000000000003,0.0005323521112422969,0.737203336911455,0.2885147303941354
0.6400000000000003,0.003646358727836456,0.7248535285514336,0.2771503824255905
0.6500000000000004,0.0024360076722568826,0.7122193502004441,0.2658586051908925
0.6600000000000004,0.004727302392046511,0.6996661184017791,0.2545561484273893
0.6700000000000004,0.007398155902543583,0.6871919837378687,0.2432467843165716
0.6800000000000004,0.010294152044980572,0.6747951894572096,0.23193398589735137
0.6900000000000004,0.009643658484038867,0.6622049605211969,0.22069227285025406
0.7000000000000004,0.01191036207905464,0.6497065080597226,0.20944822718927228
0.7100000000000004,0.0145326055145592,0.637296793305794,0.1982050204287052
0.7200000000000004,0.0126107477510736,0.6247457231092205,0.18703557901826892
0.7300000000000004,0.01454780281088954,0.6122927789762213,0.17586756505401813
0.7400000000000004,0.016984115654613264,0.5999343035533441,0.16470384380361314
0.7500000000000004,0.014265059503810538,0.5873587326605783,0.15366025094449964
0.7600000000000005,0.012085383262422946,0.5748912786277514,0.14261803479383126
0.7700000000000005,0.013582937180102412,0.5625273052818187,0.1315801260394679
0.7800000000000005,0.015849173103655134,0.5502624557527593,0.12054933029225899
0.7900000000000005,0.013342845685261288,0.5378641445481412,0.10962932213753061
0.8000000000000005,0.01152749777936675,0.525572053916958,0.09871420676947927
0.8100000000000005,0.013434172552093985,0.5133813840503175,0.08780678504941332
0.8200000000000005,0.010889860277163946,0.5011033758998241,0.07700989067421558
0.8300000000000005,0.008956670731230692,0.4889301632558624,0.06621867689248818
0.8400000000000005,0.01072092804786835,0.476856939192782,0.05543600243864511
0.8500000000000005,0.013010518984557427,0.46487919429661717,0.0446646737956328
0.8600000000000005,0.010242243503564032,0.4527558905824329,0.03407307681788904
0.8700000000000006,0.007896715192929026,0.44073535604888026,0.0234860183865671
0.8800000000000006,0.006354567077241018,0.42881278253594113,0.01290658482959701
0.8900000000000006,0.003538018400745451,0.416816952392094,0.0024893564627695205
0.9000000000000006,0.0011170017839538323,0.4049212494260606,-0.00792521947479145
0.9100000000000006,-0.0006410128763454424,0.39312098736369444,-0.018333683119969593
0.9200000000000006,-0.0036129967711153238,0.3812754366446555,-0.028569876254599887
0.9300000000000006,-0.006244185732501142,0.36952568726724494,-0.03880524131879007
0.9400000000000006,-0.008398394686995981,0.35786732648905284,-0.04903600446477618
0.9500000000000006,-0.007386464249491376,0.3462962069830781,-0.05925859036243503
0.9600000000000006,-0.010558442888149173,0.3346422183781421,-0.06920954667834783
0.9700000000000006,-0.013441031201548102,0.3230787098430949,-0.07916444391164135
0.9800000000000006,-0.01596394505707137,0.3116016225935172,-0.08911901301316004
0.9900000000000007,-0.01917298167567764,0.3000969677076653,-0.09884534404492007
1.0000000000000007,-0.022098165389186686,0.28867847723547674,-0.10857983451697073
1.0100000000000007,-0.024675251794105835,0.2773424459943311,-0.1183176597417174
