k1x,k1y,k1z,k2x,k2y,k2z,k4x,k4y,k4z
0.5521326661109924,0.6281071901321411,0.867331862449646,0.5164673924446106,0.5171606540679932,1.0220965147018433,2.934276819229126,4.541435718536377,5.595657825469971
0.507236123085022,0.5456104874610901,0.8116577863693237,0.44806158542633057,0.46914243698120117,0.8605488538742065,2.789994716644287,4.177141189575195,4.94765567779541
0.5072363615036011,0.5456109046936035,0.8116581439971924,0.44806188344955444,0.4691426157951355,0.8605494499206543,2.7899954319000244,4.177143573760986,4.947658538818359
0.5072365999221802,0.5456112623214722,0.811658501625061,0.4480622112751007,0.4691428542137146,0.8605501651763916,2.78999662399292,4.177145481109619,4.947661399841309
0.5070695877075195,0.5455319881439209,0.8115090131759644,0.44799545407295227,0.469072163105011,0.8605260848999023,2.7890610694885254,4.176145076751709,4.946898937225342
0.5070698261260986,0.5455323457717896,0.811509370803833,0.44799575209617615,0.4690723717212677,0.8605267405509949,2.789062023162842,4.1761474609375,4.946901798248291
0.5070700645446777,0.545532763004303,0.8115096092224121,0.4479960501194,0.4690726101398468,0.860527515411377,2.7890632152557373,4.176149368286133,4.94690465927124
0.5070703029632568,0.5455331802368164,0.8115099668502808,0.4479964077472687,0.4690728187561035,0.8605281114578247,2.7890636920928955,4.176151275634766,4.946907997131348
0.5055922269821167,0.5451661348342896,0.8109991550445557,0.44807395339012146,0.4691365361213684,0.8630040287971497,2.7798283100128174,4.169843673706055,4.947333335876465
0.5055925250053406,0.5451664924621582,0.8109993934631348,0.4480742812156677,0.4691367447376251,0.8630046844482422,2.779829263687134,4.169846057891846,4.947336196899414
0.5055927038192749,0.5451668500900269,0.8109996318817139,0.4480745494365692,0.4691370129585266,0.8630053997039795,2.779829978942871,4.1698479652404785,4.947339057922363
0.500801682472229,0.5439707636833191,0.8089779615402222,0.44829973578453064,0.46926450729370117,0.8705955743789673,2.7493414878845215,4.148468494415283,4.94714879989624
0.5008019804954529,0.5439711809158325,0.8089783191680908,0.4483000338077545,0.4692647457122803,0.8705963492393494,2.749342679977417,4.1484694480896,4.9471516609191895
0.500802218914032,0.5439715385437012,0.8089785575866699,0.4483003616333008,0.4692649841308594,0.8705969452857971,2.7493438720703125,4.148471832275391,4.947154521942139
0.49437299370765686,0.5423479676246643,0.8051407337188721,0.44831129908561707,0.4689568877220154,0.878997802734375,2.70749831199646,4.116724014282227,4.941214084625244
0.49437326192855835,0.5423483848571777,0.8051408529281616,0.44831159710884094,0.4689571261405945,0.8789983987808228,2.7074995040893555,4.116726398468018,4.941217422485352
0.49437353014945984,0.5423487424850464,0.8051412105560303,0.4483118951320648,0.4689573347568512,0.8789989948272705,2.707500457763672,4.11672830581665,4.941219806671143
0.49437376856803894,0.5423491597175598,0.8051415681838989,0.4483122229576111,0.4689575731754303,0.878999650478363,2.7075016498565674,4.116729736328125,4.94122314453125
0.48453569412231445,0.540311336517334,0.7972856760025024,0.44817671179771423,0.4679068326950073,0.8895100355148315,2.6408777236938477,4.063607215881348,4.924701690673828
0.4845360219478607,0.5403117537498474,0.7972860336303711,0.4481770396232605,0.4679070711135864,0.8895106315612793,2.6408791542053223,4.0636091232299805,4.924704551696777
0.4845363199710846,0.5403121709823608,0.7972862720489502,0.44817736744880676,0.46790727972984314,0.889511227607727,2.6408803462982178,4.0636115074157715,4.924707889556885
0.4786468744277954,0.5403158664703369,0.7914206981658936,0.44868916273117065,0.46746760606765747,0.8956872224807739,2.597827434539795,4.030937671661377,4.915186882019043
0.4786472022533417,0.5403162240982056,0.7914210557937622,0.44868943095207214,0.4674678146839142,0.8956876993179321,2.5978288650512695,4.030940055847168,4.915189266204834
0.47864750027656555,0.5403165817260742,0.7914212942123413,0.4486897885799408,0.4674680829048157,0.8956882953643799,2.597830057144165,4.030942440032959,4.915192604064941
0.47362565994262695,0.5400575995445251,0.7858976125717163,0.44876787066459656,0.466685950756073,0.8996739387512207,2.5612165927886963,4.001220703125,4.903120994567871
0.4736259877681732,0.5400580167770386,0.785897970199585,0.44876816868782043,0.4666861891746521,0.8996745944023132,2.56121826171875,4.001222610473633,4.90312385559082
0.47362634539604187,0.5400583744049072,0.7858983278274536,0.4487684667110443,0.4666864275932312,0.8996750116348267,2.5612196922302246,4.001225471496582,4.9031267166137695
0.47362664341926575,0.5400587916374207,0.7858986854553223,0.4487687647342682,0.4666866660118103,0.8996755480766296,2.5612213611602783,4.001227378845215,4.903130054473877
0.46818509697914124,0.5404247045516968,0.779206395149231,0.44905945658683777,0.4658026397228241,0.903588593006134,2.519998788833618,3.968214988708496,4.889606952667236
0.4681853950023651,0.5404250621795654,0.7792067527770996,0.4490598142147064,0.4658028483390808,0.9035890102386475,2.520000457763672,3.9682178497314453,4.8896098136901855
0.46818578243255615,0.5404254794120789,0.7792071104049683,0.4490601122379303,0.4658031165599823,0.9035896062850952,2.5200021266937256,3.9682202339172363,4.889613151550293
0.4640437364578247,0.5402632355690002,0.7738834619522095,0.4488506615161896,0.46471279859542847,0.9054951667785645,2.489335298538208,3.9415926933288574,4.875936031341553
0.46404412388801575,0.5402636528015137,0.7738839387893677,0.44885095953941345,0.46471303701400757,0.9054957032203674,2.489337205886841,3.9415950775146484,4.87593936920166
0.4640444815158844,0.5402641296386719,0.7738842964172363,0.44885122776031494,0.46471330523490906,0.9054962396621704,2.4893391132354736,3.9415979385375977,4.875942230224609
0.46091243624687195,0.540268063545227,0.7696191072463989,0.4486578404903412,0.46377068758010864,0.9066377878189087,2.4658656120300293,3.9209108352661133,4.864958763122559
0.4609128534793854,0.5402685403823853,0.7696195840835571,0.44865819811820984,0.46377095580101013,0.9066382050514221,2.465867519378662,3.9209139347076416,4.864962577819824
0.46091321110725403,0.5402688980102539,0.7696200609207153,0.44865846633911133,0.463771253824234,0.9066386818885803,2.465869665145874,3.9209163188934326,4.864965438842773
0.46091362833976746,0.5402693152427673,0.7696205377578735,0.4486587941646576,0.4637715220451355,0.9066393375396729,2.465871810913086,3.920919418334961,4.864968776702881
0.45668184757232666,0.5396497845649719,0.7638148069381714,0.44786694645881653,0.46203863620758057,0.9070860147476196,2.435464382171631,3.891599178314209,4.8466386795043945
0.4566822946071625,0.5396502017974854,0.7638152837753296,0.4478672742843628,0.46203887462615967,0.9070864915847778,2.435467004776001,3.891602039337158,4.84664249420166
0.4566827714443207,0.5396506786346436,0.7638157606124878,0.44786760210990906,0.4620392322540283,0.9070869088172913,2.435469150543213,3.891605854034424,4.846646308898926
0.4540097415447235,0.5392805933952332,0.7599358558654785,0.4471902549266815,0.46069416403770447,0.906800389289856,2.416415214538574,3.872206211090088,4.833766937255859
0.4540102183818817,0.5392810106277466,0.7599364519119263,0.44719061255455017,0.46069443225860596,0.9068007469177246,2.4164178371429443,3.8722097873687744,4.833770275115967
0.45401066541671753,0.5392814874649048,0.7599369287490845,0.44719094038009644,0.4606947600841522,0.9068013429641724,2.4164202213287354,3.8722128868103027,4.833774089813232
0.45308759808540344,0.5400578379631042,0.7580257654190063,0.44725915789604187,0.46024224162101746,0.9066032767295837,2.4083337783813477,3.8652241230010986,4.830465793609619
0.45308810472488403,0.5400581955909729,0.7580262422561646,0.44725948572158813,0.4602425694465637,0.9066037535667419,2.4083364009857178,3.865227699279785,4.830469131469727
0.4530884921550751,0.5400586724281311,0.7580267190933228,0.4472598135471344,0.4602428078651428,0.9066042900085449,2.408339023590088,3.8652312755584717,4.830472469329834
0.4530889689922333,0.5400590896606445,0.7580273151397705,0.4472601115703583,0.4602431654930115,0.9066047072410583,2.408341407775879,3.865234375,4.8304762840271
0.4529734253883362,0.54155033826828,0.7567397356033325,0.4475397765636444,0.4599357545375824,0.9058610200881958,2.4053518772125244,3.863069534301758,4.830528259277344
0.452973872423172,0.5415507555007935,0.7567402124404907,0.4475401043891907,0.4599360525608063,0.9058613777160645,2.4053540229797363,3.8630728721618652,4.830531597137451
0.4529742896556854,0.5415512323379517,0.7567406892776489,0.44754043221473694,0.45993635058403015,0.9058619141578674,2.4053571224212646,3.8630759716033936,4.830535411834717
0.45380714535713196,0.5431286096572876,0.7567955255508423,0.44797608256340027,0.45999881625175476,0.9050664901733398,2.4093124866485596,3.8674211502075195,4.834650993347168
0.4538075625896454,0.543129026889801,0.7567960023880005,0.44797638058662415,0.45999911427497864,0.905066967010498,2.4093148708343506,3.867424726486206,4.834654331207275
0.4538079798221588,0.5431294441223145,0.7567965984344482,0.447976678609848,0.4599993824958801,0.9050674438476562,2.4093174934387207,3.8674278259277344,4.834657669067383
0.45597419142723083,0.5455812811851501,0.7583456039428711,0.4490301012992859,0.46080973744392395,0.9043856859207153,2.4215195178985596,3.8813300132751465,4.846073150634766
0.45597460865974426,0.5455816984176636,0.7583460807800293,0.44903042912483215,0.4608100354671478,0.9043861627578735,2.4215221405029297,3.8813328742980957,4.846076011657715
0.4559750556945801,0.545582115650177,0.7583465576171875,0.44903066754341125,0.4608103036880493,0.904386579990387,2.4215245246887207,3.881335735321045,4.8460798263549805
