time,ref_x,ref_y,ref_z,ref_vx,ref_vy,ref_vz,ref_phi,ref_theta,ref_psi
16.549999999999788,-0.4633399039004897,1.4146276251935965,2.247059779288528,-1.5263439509484436,-0.5822444887051932,0.10692767779117336,0.1447419381647942,0.12939415758598957,0.0
16.55999999999979,-0.47856635832450695,1.4087094316547264,2.2481241722823686,-1.5189068593271258,-0.6013786429665121,0.10595022063391128,0.11553003487744323,0.1369389297668521,0.0
16.56999999999979,-0.4937172415728234,1.4026003688847954,2.2491787697587435,-1.5112299147049955,-0.6204178325686988,0.10496858074335469,0.09902951954464521,0.14432358249016286,0.0
16.579999999999792,-0.5087901611453436,1.3963014015756319,2.250223530083951,-1.5033143293606004,-0.6393590510030113,0.10398279687296536,0.10691846422238727,0.14724247198942245,0.0
16.589999999999794,-0.5237827368533363,1.3898135244071936,2.2512584120126427,-1.4951613532566268,-0.6581993072314851,0.10299290793980254,0.11339263911015741,0.15045108672056254,0.0
16.599999999999795,-0.538692601195302,1.3831377618904936,2.252283374689451,-1.486772273842511,-0.676935626159264,0.1019989530229861,0.1214276831578523,0.15268431314449019,0.0
16.609999999999797,-0.553517399730812,1.3762751682058252,2.2532983776506046,-1.4781484158511473,-0.6955650491043801,0.10100097136215476,0.10528885025790649,0.15188357258040003,0.0
16.6199999999998,-0.5682547914523273,1.3692268270362826,2.254303380825525,-1.4692911410896805,-0.714084634264997,0.0999990023559154,0.11211095592772044,0.15521089295667,0.0
16.6299999999998,-0.5829024491548537,1.3619938513966434,2.2552983445384074,-1.4602018482244723,-0.7324914571839317,0.09899308556028875,0.11959581743969944,0.15829491625350173,0.0
16.6399999999998,-0.5974580598034389,1.354577383457609,2.2562832295097883,-1.4508819725602329,-0.7507826112104667,0.0979832606871475,0.1294125444996981,0.16101193625339857,0.0
16.649999999999803,-0.6119193248984318,1.3469785943654387,2.2572579968580957,-1.441332985813366,-0.7689552079593486,0.09696956760264826,0.14127200959179295,0.16346938980063444,0.0
16.659999999999805,-0.6262839608384253,1.3391986840570225,2.258222608101183,-1.4315563958795798,-0.7870063777668771,0.09595204632565882,0.11167306978225214,0.15612981880176222,0.0
